,Merge DB Node ID,Merged Nodes Old ID list,label
367,367,"[13585, 1146]",14770 - pears (efsa foodex2)
368,368,"[1891, 2668, 19632, 2258, 1149]",noodle
369,369,"[16392, 17209, 9596, 1151]",flaxseed food product
370,370,"[1161, 18548, 1895]",european lobster
371,371,"[13865, 1165]",fig juice
372,372,"[5349, 1167]",nut or seed product (us cfr)
373,373,"[1169, 14985, 15537, 10892]",pollock fillet (raw)
374,374,"[18291, 1179, 2019]",ling
375,375,"[1180, 14429]",olallieberry plant
376,376,"[8166, 17321, 2932, 1181, 6750]",black raspberry (frozen)
377,377,"[1184, 21184, 8268, 16719, 18738, 2808, 9790]",yeast
378,378,"[2152, 1185]",european blackberry plant
379,379,"[8169, 1186, 20167]",buffalofish raw
380,380,"[6128, 1188]",fowl (frozen)
381,381,"[15424, 13066, 1191]",sheep milk (raw)
382,382,"[20896, 7365, 1197, 13997, 11326]",cereal (precooked)
383,383,"[1203, 19031]",chicken salad
384,384,"[4490, 14989, 3089, 11793, 7575, 19095, 10011, 21025, 17315, 18856, 7471, 19760, 1205, 1718, 4536, 2747, 16065, 9543, 3959, 1875, 12505, 6885, 3310, 2417, 19573, 9847]",breakfast cereal
385,385,"[1216, 5731, 8091, 5261, 11571, 6037, 11704, 21179]",sauce
386,386,"[5049, 1218]",fresh bratwurst
387,387,"[12898, 1223]",lancashire cheese
388,388,"[1225, 20821]",canary rockfish
389,389,"[1233, 5017]",gingerbread
390,390,"[9993, 1235, 10967]",chocolate drink
391,391,"[1236, 12629]",dilution process to 50-99% of single strength
392,392,"[8270, 4083, 1237, 7450, 2941, 16383]",yellow corn meal
393,393,"[9065, 11540, 1238]",condiment
394,394,"[1244, 1591]",pecan (whole; raw; shell on)
395,395,"[2715, 1246]",jack mackerel (raw)
396,396,"[3841, 4456, 13131, 13357, 20343, 20826, 1247]",cod fillet (raw)
397,397,"[12673, 1250, 17977]",allspice
398,398,"[11641, 1251]",japanese spiny lobster
399,399,"[1252, 13957, 2377, 19661, 18041]",winged bean food product
400,400,"[11285, 1254, 15487]",rye bread food product
401,401,"[3010, 1255, 14929, 18558, 11359]",mixed vegetables
402,402,"[8320, 21251, 1670, 2823, 2185, 11278, 9104, 20375, 1433, 17056, 12455, 4391, 1579, 18476, 18358, 4406, 15801, 11964, 10436, 11334, 14278, 5321, 16718, 19796, 3162, 3676, 5981, 1256, 17132]",macaroni food product
403,403,"[19046, 17869, 1262]",gorgonzola cheese
404,404,"[10521, 1266, 2557]",crab cake
405,405,"[1267, 11111]",weatherfish
406,406,"[10619, 1269, 6582, 21198]",parmesan cheese
407,407,"[19971, 2703, 17367, 5687, 1272, 5692, 14366]",poultry meat food product
408,408,"[20837, 15974, 16871, 12621, 13262, 3023, 10960, 15315, 5876, 4597, 4118, 1275]",potato chip
409,409,"[15519, 8290, 6948, 5733, 17092, 5480, 8557, 18015, 8591, 2032, 17009, 6706, 4499, 4660, 5461, 19604, 1279]",fruit jelly (low sugar)
410,410,"[1281, 16803, 11796, 8193]",external fat trimmed to 0 inch
411,411,"[11976, 1285]",12380 - oil fruits (efsa foodex2)
412,412,"[8835, 1286]",baklava
413,413,"[13149, 19190, 1287]",greenland halibut
414,414,"[13657, 1289, 19562, 20918]",baked good
415,415,"[1291, 8311]",creek chub
416,416,"[21274, 17780, 1294, 18999]",infant as food consumer; 0 - 3 months
417,417,"[1536, 12102, 15599, 18674, 1301]",oyster (raw)
418,418,"[14530, 16226, 7460, 17731, 18539, 9835, 5389, 13237, 1302, 11417, 3418, 4443, 8637, 13278]",green bean plant
419,419,"[19352, 1305]",bean curd
420,420,"[1306, 7308]",11420 - hazelnuts (efsa foodex2)
421,421,"[21640, 20659, 16185, 13945, 1308]",blood food product
422,422,"[1317, 21423]",redeye mullet
423,423,"[6752, 11490, 19750, 18054, 1320, 1576, 8262, 2795, 11371, 14124, 11086, 5586, 16531, 11924, 8504]",crustacean food product
424,424,"[1920, 8067, 6538, 6641, 2834, 15186, 1333, 10357, 4247, 1497, 12123]",cow buttermilk (acidified)
425,425,"[5470, 20072, 20778, 17037, 14581, 1334, 16669, 14398]",cephalopod (frozen)
426,426,"[1346, 20010, 13039, 13906, 8627, 2164, 15635, 20254]",sweet potato (raw)
427,427,"[2720, 1353]",16790 - kaki (efsa foodex2)
428,428,"[16833, 6599, 1354, 14956, 5170]",herring fillet
429,429,"[13282, 15910, 3566, 1363, 8217, 4315]",angelica plant
430,430,"[19079, 5705, 11253, 12375, 1369, 7164]",fruit juice drink
431,431,"[17313, 15922, 10452, 6423, 1370, 2842, 17212]",green olive (in brine)
432,432,"[17739, 1372]",sword-bean plant
433,433,"[13980, 13731, 9668, 1381, 13706, 17293, 9627, 7388, 10206]",snook family
434,434,"[1382, 8710]",diadromous fish
435,435,"[19823, 1383]",tomato chutney
436,436,"[1384, 10060]",california halibut
437,437,"[1385, 9422]",japanese chestnut (whole; raw)
438,438,"[5888, 1389, 19605, 13741]",persimmon food product
439,439,"[9025, 1640, 1393, 9046, 7899, 6908]",ground beef patty (raw)
440,440,"[7306, 3306, 1399, 4121, 5819]",tamarind plant
441,441,"[5761, 1410, 4098, 1668, 19973, 5512, 4107, 1813, 4632, 19227, 10658, 12463, 13499, 17991, 17866, 3805, 18142, 10592, 11619, 12267, 7407, 10735]",infant formula
442,442,"[5736, 13698, 1411, 16471]",citrus juice
443,443,"[7809, 1414, 19212, 8653, 17421, 10099, 3510, 3099]",vegetable oil
444,444,"[6658, 17900, 20829, 1415]",raspberry spread
445,445,"[1424, 7108]",potato mix
446,446,"[1427, 20439]",43920 - tea green flavour (efsa foodex2)
447,447,"[2178, 11653, 17934, 12303, 15504, 8852, 1429, 3224, 11928, 13693, 16926, 17441, 5026, 13986, 6822, 14586, 15149, 9517, 20654, 10416, 9650, 10931, 2613, 6197, 10814, 13118, 10691, 14916, 5710, 5329, 7507, 5976, 20186, 16219, 19040, 10849, 16103, 9966, 6769, 17909, 3318, 11640, 3194, 3707, 16124, 8829, 5118]",shrimp (breaded)
448,448,"[1443, 3845, 4005, 2536, 16904, 12748]",13630 - zedoary roots (efsa foodex2)
449,449,"[5196, 1447]",brain
450,450,"[20111, 1455]",rice starch
451,451,"[12066, 20388, 11110, 5903, 1456, 7953, 16756, 9237]",apricot (canned)
452,452,"[4184, 9378, 1461]",porgy
453,453,"[12526, 1470]",halibut fillet (raw)
454,454,"[15372, 1471]",herring salted
455,455,"[11792, 1475, 11188, 7095]",mate (liquid)
456,456,"[11467, 1486]",egg product analog
457,457,"[3808, 1487]",rabbit liver (raw)
458,458,"[21127, 1495]",eggnog mix
459,459,"[9153, 5826, 7427, 20484, 3685, 20868, 3497, 12361, 17962, 6958, 16750, 13682, 11093, 1498, 2110]",sugar product
460,460,"[18605, 1503]",teriyaki sauce
461,461,"[1504, 2021]",pancake or waffle (us cfr)
462,462,"[1507, 6086, 5417, 15509, 5558]",apple jelly
463,463,"[1508, 13519]",05420 - cardoons (efsa foodex2)
464,464,"[2555, 1509]",wine vinegar
465,465,"[14688, 8581, 5222, 1511, 20125, 9038, 19503, 13913, 6746, 17245]",olive oil
466,466,"[2369, 13383, 1512, 4492, 10679, 8477]",nut (processed)
467,467,"[8357, 13351, 18887, 3529, 1515, 17583, 9936, 5808, 13398, 21624]",gelatin product
468,468,"[7417, 1517]",sand perch
469,469,"[4448, 8122, 1859, 18820, 12912, 4470, 1530]",sour cream (cultured; flavored)
470,470,"[6624, 18657, 20289, 20611, 17704, 10139, 1532, 12253, 10015]",berry plant
471,471,"[4320, 14867, 1533]",striped snakehead
472,472,"[1537, 20558, 7856, 11324, 3037]",artificial sweetener (powder)
473,473,"[1539, 10405, 16518, 10218, 5771, 8269, 18256, 17841, 15058, 4211, 5142, 5334, 1660, 18365, 11230]",orange juice
474,474,"[12889, 1551]",pacu
475,475,"[1553, 18646]",zebra
476,476,"[1554, 20042]",skeletal meat part; without bone; with skin
477,477,"[1555, 2836, 16087]",pimiento pepper food product
478,478,"[8609, 1556, 14849, 4239]",fruit butter
479,479,"[19964, 1562, 11636]",sweet cream
480,480,"[17603, 1567]",croissant
481,481,"[1570, 5391]",lovage plant
482,482,"[1571, 16965, 5864, 3531, 8048, 11697, 21394, 11888, 17425, 17492, 11896, 21311]",carrot (canned)
483,483,"[1573, 8230, 15531, 19542, 12761]",cucumber plant
484,484,"[7304, 1574, 5894]",inconnu (raw)
485,485,"[15325, 1581]",sole fillet
486,486,"[16964, 1582]",03860 - red mustard leaves (efsa foodex2)
487,487,"[14659, 1583]",orange nectar (food product)
488,488,"[1586, 7530]",beefsteak tomato plant
489,489,"[6648, 1588]",pasta dish (us cfr)
490,490,"[1589, 12518]",12510 - oil palms fruits (efsa foodex2)
491,491,"[1592, 6051]",05850 - shallots (efsa foodex2)
492,492,"[12242, 1595, 16990]",mace (ground)
493,493,"[19418, 1599]",short mackerel
494,494,"[1600, 5522, 17514]",hot pepper plant
495,495,"[17082, 1610, 19267, 4444]",lollipop
496,496,"[20102, 4230, 18447, 12176, 10528, 4389, 4281, 19259, 10939, 19005, 1612, 20050, 20691, 19285, 8538, 4826, 21605, 5225, 19575, 7545]",honey (raw)
497,497,"[12234, 1613, 11286]",potato soup
498,498,"[15123, 1627, 19320, 5693]",sablefish (raw)
499,499,"[16660, 6796, 1637]",atlantic mackerel (raw)
500,500,"[7112, 1641, 2407]",wheat cereal
501,501,"[6665, 1642]",apricot nectar (food product)
502,502,"[1643, 19197]",apple drink (artificially flavored; frozen concentrate)
503,503,"[18778, 1644]",04820 - chinese cabbages (efsa foodex2)
504,504,"[9096, 13985, 7866, 1653]",coconut milk
505,505,"[8577, 2242, 12156, 7596, 4943, 7024, 1656, 4120, 9914, 16796]",hen egg yolk (cooked)
506,506,"[14492, 11156, 1663]",castor bean plant
507,507,"[9363, 1669, 6557]",cheese powder (concentrated)
508,508,"[8312, 1673, 3578]",honey cake
509,509,"[1681, 1915, 13013]",saury
510,510,"[1684, 11621]",04800 - leafy brassica (efsa foodex2)
511,511,"[10992, 1686]",10006172 - fruits - unprepared/unprocessed (fresh) variety packs (gs1 gpc)
512,512,"[17344, 10819, 1692]",jelly candy
513,513,"[9824, 1694, 17880]",ham salad
514,514,"[16488, 9783, 1703]",corn flakes
515,515,"[4920, 18809, 1709, 15439]",acid (codex)
516,516,"[15360, 16641, 2596, 14022, 3017, 1710, 9360, 12528, 11966]",orange juice concentrate
517,517,"[4608, 19201, 9990, 10256, 20248, 10781, 2092, 1711, 12594, 18866, 15689, 12888, 2662, 21226, 9197, 7922, 13555, 6007, 21245]",bakery product (frozen)
518,518,"[1712, 15112, 21357]",lemon balm (raw)
519,519,"[10594, 1715]",common toadflax plant
520,520,"[4699, 1717]",climbing perch
521,521,"[1723, 3771]",icing or frosting (us cfr)
522,522,"[13632, 1727]",vitamin C
523,523,"[18469, 1733, 8456, 3401, 20911]",pork sausage
524,524,"[9016, 1737]",peanut butter sandwich
525,525,"[1738, 15277]",orange peel (raw)
526,526,"[1739, 11647]",field mushroom
527,527,"[12953, 10506, 3371, 1741]",sandwich (eurofir)
528,528,"[14250, 1742]",coconut beverage
529,529,"[1747, 14188]",pond smelt
530,530,"[3430, 1750]",cheesecake
531,531,"[1760, 12127]",rice cereal
532,532,"[4353, 1764, 21016, 8138, 18636, 20540, 4688, 13142, 15320, 8280, 10265, 14234, 20447, 13212, 2399]",mussel
533,533,"[1765, 7343]",surinam cherry
534,534,"[21183, 20065, 1767]",herb
535,535,"[21155, 11718, 1768, 3855, 8273, 16663, 18583]",gruyere cheese
536,536,"[20864, 1769, 8242, 20831]",butter oil
537,537,"[21642, 1772]",margarine added
538,538,"[12027, 1774]",cream liqueur
539,539,"[10626, 15755, 20875, 7440, 4881, 3986, 3233, 16163, 18981, 9513, 14637, 11438, 13235, 18104, 18745, 7868, 16725, 16987, 12639, 11872, 6248, 16107, 1780, 12665]",apple (raw)
540,540,"[1787, 8220, 5277]",chili pepper (raw)
541,541,"[13441, 5243, 19433, 1790]",vegetable soup (canned)
542,542,"[19960, 2283, 1791]",flying fish (frozen)
543,543,"[1793, 20986]",fruit candy food product
544,544,"[1794, 13884]",50261800 - vegetables - unprepared/unprocessed (fresh) variety packs (gs1 gpc)
545,545,"[6921, 1796]",15300 - table grapes (efsa foodex2)
546,546,"[1797, 11662]",maori dock plant
547,547,"[12768, 2946, 20130, 1800, 3850, 14127, 18417, 20504, 4212, 18971, 2841, 16762, 14395, 6302, 18143]",wheat (polished)
548,548,"[4280, 1803]",italian prune plum plant
549,549,"[9402, 1805]",shark (raw)
550,550,"[7461, 6382, 1806, 2070]",15690 - aronia berries (efsa foodex2)
551,551,"[7736, 5007, 1807, 18968, 6394]",relish
552,552,"[1808, 3393, 17824, 17368]",lamb
553,553,"[6976, 1812]",rex sole
554,554,"[6610, 1818]",sport drink
555,555,"[19840, 12801, 12418, 5067, 12350, 1823]",cake (us cfr)
556,556,"[1824, 19809, 17123, 6666, 16619, 13931, 16074, 17939, 19508, 13621, 21268, 2519, 5399, 6878]",hen egg white (raw; stabilized)
557,557,"[7917, 1829]",king crabmeat
558,558,"[1832, 12274, 11859, 6252]",mung bean plant
559,559,"[8070, 5255, 18567, 10377, 21387, 3854, 4735, 6926, 19348, 20758, 4991, 6938, 5789, 10912, 16545, 5542, 8871, 10408, 1835, 20142, 6319, 18353, 1842, 8759, 16569, 3130, 18874, 11579, 9917, 4286, 8253, 9407, 4676, 8005, 10567, 15943, 11977, 3658, 2507, 21448, 19917, 20303, 13525, 16983, 9304, 8539, 16603, 2910, 3425, 5868, 6765, 5614, 19055, 15729, 5362, 19572, 7159, 13307, 10620, 19071]",fish (preserved)
560,560,"[15394, 14502, 20104, 4587, 3981, 7566, 10638, 12558, 20594, 5685, 1845]",lowfat cow milk (2%)
561,561,"[17153, 1846]",bar jack
562,562,"[9346, 9091, 6792, 6922, 11915, 9871, 17433, 14381, 10674, 21299, 6455, 4026, 1850, 12102, 13514, 9297, 13017, 5467, 15599, 18674, 10995, 2678]",oyster (frozen)
563,563,"[19173, 3560, 6600, 8266, 9328, 1852]",roll or bun
564,564,"[1856, 11780, 17893, 20454, 11817, 10155, 10071, 19412, 9559]",potato (peeled)
565,565,"[18267, 1860]",vetch plant
566,566,"[1866, 4650, 8463]",hake
567,567,"[3985, 1867, 4734]",camembert cheese food product
568,568,"[10628, 5192, 19595, 1870, 10462]",prawn (raw)
569,569,"[2074, 19676, 1876, 4439]",14900 - stone fruits (efsa foodex2)
570,570,"[20618, 20813, 1879]",rice pudding
571,571,"[1892, 17422]",white perch
572,572,"[7124, 1893]",angel shark
573,573,"[1896, 19677]",animal
574,574,"[1899, 9653]",brill
575,575,"[10972, 1903]",globe tomato plant
576,576,"[20266, 1907]",056  dried vegetables (dv) (ccpr)
577,577,"[1910, 11943]",06580 - aubergines (efsa foodex2)
578,578,"[12377, 5409, 14210, 17217, 5384, 6057, 12456, 2577, 11601, 18265, 8089, 1914, 6779, 19774]",vermicelli
579,579,"[11809, 7617, 15724, 13181, 19500, 18319, 4080, 8283, 1917, 20383]",lima bean plant
580,580,"[9019, 1931, 8788]",quail egg food product
581,581,"[13076, 1935]",14250 - grapefruits (efsa foodex2)
582,582,"[1938, 20500]",white wine
583,583,"[1939, 6468]",vanilla ice cream
584,584,"[17384, 15363, 1940]",human milk (raw)
585,585,"[1945, 9669, 4038]",frog leg (raw)
586,586,"[1946, 2687]",veal steak (raw)
587,587,"[16450, 14758, 16538, 3726, 5242, 1950]",cod (smoked)
588,588,"[1953, 16138]",pacific saury
589,589,"[1962, 15939]",roselle plant
590,590,"[1970, 14703]",carrot root (whole or parts)
591,591,"[13264, 7832, 1978, 20155, 9886]",moth bean food product
592,592,"[1980, 12613]",crab claw
593,593,"[1985, 6782]",animal fat (rendered)
594,594,"[1987, 20149]",atlantic croaker
595,595,"[13447, 14472, 2061, 17431, 19355, 2972, 2335, 12068, 21413, 14249, 14377, 21418, 16301, 19630, 2992, 17714, 4277, 8505, 7098, 7739, 5052, 13881, 14393, 14019, 1988, 2244, 12868, 18371, 8395, 6989, 6098, 19412, 16596, 9176, 4700, 18788, 17893, 20454, 16615, 20969, 8298, 6897, 9073, 19062, 18687]",potato (whole)
596,596,"[8384, 18529, 4202, 1990]",mulberry food product
597,597,"[2434, 1993, 18668, 16781, 9907, 10837, 11701, 15483]",obsolete: vegetable juice
598,598,"[10753, 17474, 10467, 4452, 14565, 4294, 5191, 6118, 4009, 1995, 9167, 21402, 20251, 12668, 9661]",cherry plant
599,599,"[13903, 15248, 2001, 5039, 2357, 17599]",mackerel (canned)
600,600,"[8969, 18199, 14317, 4654, 8847, 6256, 5232, 17330, 2002, 12596, 7317, 4854, 17141, 13273]",lobster (quick-frozen)
601,601,"[21088, 3929, 19035, 2004]",cracker
602,602,"[9592, 2006]",tortilla
603,603,"[6915, 9950, 5966, 2009, 4540, 11836]",mineral water food product
604,604,"[20481, 2010]",hungarian wax pepper plant
605,605,"[5563, 2022, 14263]",lychee plant
606,606,"[11386, 12179, 2036]",23  other alcoholic beverages (efg)
607,607,"[5666, 3972, 12202, 18444, 2037, 14422, 18744, 9405]",fish roe
608,608,"[2040, 3754]",taro plant
609,609,"[21510, 2047]",grain added
610,610,"[4673, 12519, 4712, 2057, 13738, 14441, 2476, 6732, 9260, 12014, 13868, 14074, 14911, 7861, 20373, 12826, 10879]",33490 - wine (efsa foodex2)
611,611,"[13344, 12483, 8548, 15494, 2346, 2059, 6572, 9868, 8014, 11084, 20619, 5555, 11290, 15995]",jam
612,612,"[12738, 2066, 9467]",coriander plant
613,613,"[11874, 2067, 12719]",12600 - dried herbs (efsa foodex2)
614,614,"[6707, 18229, 2072, 19610, 17724]",lemonade
615,615,"[5101, 3885, 11733, 7895, 2073]",fruitcake
616,616,"[19377, 2076, 18598]",milk product (dry)
617,617,"[2085, 7848, 4778, 17746, 21143, 7707]",ground beef (raw)
618,618,"[4979, 2086]",pollen
619,619,"[18872, 2089, 20193, 19669]",fruit spread
620,620,"[13371, 2091]",stevia plant
621,621,"[2096, 19888, 18039, 7928, 21466, 12285, 15198]",obsolete: starch
622,622,"[2098, 5148]",youngberry canned
623,623,"[19530, 3373, 8446, 2103]",chervil food product
624,624,"[2114, 13755]",36250 - lime infusion flowers (efsa foodex2)
625,625,"[16040, 14676, 2118]",sesame seed
626,626,"[2120, 12902, 11419, 8286]",mushroom soup (liquid)
627,627,"[13061, 13097, 12395, 2124, 3965]",white bread
628,628,"[2139, 14878, 9791]",silver carp
629,629,"[20766, 2143]",14860 - medlars (efsa foodex2)
630,630,"[18032, 2148]",navel orange plant
631,631,"[15465, 18620, 2150]",17770 - pineapples (efsa foodex2)
632,632,"[2156, 8719]",cow milk beverage
633,633,"[11721, 15563, 15215, 5136, 8535, 18590, 2173, 5086]",pudding food product
634,634,"[18858, 13690, 2175]",dietary food supplement
635,635,"[9928, 2181]",brazilian duckbill
636,636,"[2188, 10893]",california pilchard
637,637,"[17236, 2190]",elk
638,638,"[15750, 3528, 2196, 19318, 16598]",kefir
639,639,"[20873, 2198]",orange roughy
640,640,"[6688, 2199]",peach nectar
641,641,"[6457, 2207]",agar plant
642,642,"[2208, 11342, 13967, 7185, 21009, 3800, 21371, 14751]",cocoa
643,643,"[2274, 2211, 11268, 4461, 9231, 15379, 13722, 4988, 12446]",dairy food product
644,644,"[10977, 2212, 3255]",11240 - canarium nuts (efsa foodex2)
645,645,"[19152, 2213, 7767]",buckwheat plant
646,646,"[19473, 11530, 2220, 7870]",filled milk (dried)
647,647,"[18689, 12419, 10958, 11313, 2226]",saffron plant
648,648,"[3600, 2229]",beef hamburger (dish)
649,649,"[2234, 16686, 2698]",11810 - peanuts (efsa foodex2)
650,650,"[14120, 11280, 18804, 10455, 2235]",loganberry (canned)
651,651,"[19140, 2246]",cabbage juice
652,652,"[18523, 2259, 4941, 19871]",grain product
653,653,"[2268, 20228]",raisin bread
654,654,"[6145, 4866, 5448, 3241, 19024, 4947, 2271]",water (canned)
655,655,"[2275, 4909, 9358, 12975, 13053]",dog food
656,656,"[7122, 5387, 2278]",blackfin tuna (raw)
657,657,"[2281, 3884, 7543, 17049, 4506, 16764]",chickpea plant
658,658,"[15684, 6663, 10351, 19220, 12245, 2294]",mozzarella cheese
659,659,"[2296, 16113, 7762, 12822]",garbanzo bean plant
660,660,"[11187, 2300]",asiatic pennywort plant
661,661,"[2305, 6188]",golden snapper
662,662,"[2315, 15663, 9534, 14059]",bluefish food product
663,663,"[15163, 2316]",chicken pie
664,664,"[4768, 11552, 4672, 12039, 20239, 4659, 2325, 12895]",orange food product
665,665,"[10384, 14807, 9410, 2327]",red snapper
666,666,"[10713, 2330]",marsh frog
667,667,"[21688, 2333, 16527]",fructose food product
668,668,"[7490, 2338, 5253]",lung
669,669,"[21152, 2339]",african locust bean plant
670,670,"[7488, 2340, 11014, 15601, 20287, 11832, 5946, 3935]",snack food (us cfr)
671,671,"[2344, 8570]",almond bark
672,672,"[17505, 2348]",saurel
673,673,"[2352, 20423]",leavened bread (eurofir)
674,674,"[2354, 12181]",milk formula (powdered)
675,675,"[14062, 4497, 16273, 2359, 7292]",hard cheese food product
676,676,"[16042, 2362, 16557, 11402]",roast beef
677,677,"[17633, 4643, 2371, 9831, 11433, 11115, 10783, 16013, 13520, 11633, 5783, 6682, 20861, 6207]",soft drink (us cfr)
678,678,"[9624, 2385, 7699]",03  meat and meat products (eurocode2)
679,679,"[2389, 12423]",11330 - chestnuts (efsa foodex2)
680,680,"[11484, 2390]",dextrin
681,681,"[10499, 2393, 11946, 20947]",uzazi fruit
682,682,"[17403, 2396]",alfalfa sprout
683,683,"[2412, 19726]",fish steak
684,684,"[6350, 2416, 13072, 14289, 21048, 17916]",fudge
685,685,"[2432, 2626]",15430 - blackberries (efsa foodex2)
686,686,"[15440, 2433, 2940, 16384]",food stabilizer
687,687,"[15075, 2436]",star apple plant
688,688,"[6160, 2443]",pokeweed plant
689,689,"[11521, 18466, 2885, 6821, 8072, 5897, 10953, 18284, 18413, 3376, 8371, 5556, 21139, 2454, 14362]",fish fillet
690,690,"[6401, 17417, 8206, 9551, 10964, 13654, 2457, 6332, 14494]",spinach food product
691,691,"[2472, 6025]",31600 - mixed fruit juice (efsa foodex2)
692,692,"[4099, 2484, 20647]",halibut steak (raw)
693,693,"[17380, 9806, 21175, 12537, 2495]",cassava food product
694,694,"[2496, 3900, 8527]",candy bar
695,695,"[19761, 2509, 3646]",turkey breast
696,696,"[2520, 17925]",11460 - macadamias (efsa foodex2)
697,697,"[2521, 12131]",cisco (raw)
698,698,"[8530, 2526]",obsolete: kurrat plant
699,699,"[2528, 10554]",malt extract
700,700,"[2529, 5162]",gai lan
